REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2020-01-01 00:30:00,6029.36,51.17,TRADE
QLD1,2020-01-01 01:00:00,5954.32,53.07,TRADE
QLD1,2020-01-01 01:30:00,5888.68,51.32,TRADE
QLD1,2020-01-01 02:00:00,5820.63,51.04,TRADE
QLD1,2020-01-01 02:30:00,5750.66,51.69,TRADE
QLD1,2020-01-01 03:00:00,5705.83,51.99,TRADE
QLD1,2020-01-01 03:30:00,5662.17,51.8,TRADE
QLD1,2020-01-01 04:00:00,5593.15,50.83,TRADE
QLD1,2020-01-01 04:30:00,5580.14,49.33,TRADE
QLD1,2020-01-01 05:00:00,5570.9,47.28,TRADE
QLD1,2020-01-01 05:30:00,5549.25,49.33,TRADE
QLD1,2020-01-01 06:00:00,5490.26,46.41,TRADE
QLD1,2020-01-01 06:30:00,5478.27,37.11,TRADE
QLD1,2020-01-01 07:00:00,5440.92,29.91,TRADE
QLD1,2020-01-01 07:30:00,5502.83,32.11,TRADE
QLD1,2020-01-01 08:00:00,5531.49,29.8,TRADE
QLD1,2020-01-01 08:30:00,5511.21,26.07,TRADE
QLD1,2020-01-01 09:00:00,5468.43,5.77,TRADE
QLD1,2020-01-01 09:30:00,5436.93,20.21,TRADE
QLD1,2020-01-01 10:00:00,5447.44,11.67,TRADE
QLD1,2020-01-01 10:30:00,5501.28,20.86,TRADE
QLD1,2020-01-01 11:00:00,5542.52,30.27,TRADE
QLD1,2020-01-01 11:30:00,5593.34,34.68,TRADE
QLD1,2020-01-01 12:00:00,5655.97,36.63,TRADE
QLD1,2020-01-01 12:30:00,5742.94,29.63,TRADE
QLD1,2020-01-01 13:00:00,5885.97,36.22,TRADE
QLD1,2020-01-01 13:30:00,6006.93,36.89,TRADE
QLD1,2020-01-01 14:00:00,6168.56,41.79,TRADE
QLD1,2020-01-01 14:30:00,6314.93,42.01,TRADE
QLD1,2020-01-01 15:00:00,6569.26,45.59,TRADE
QLD1,2020-01-01 15:30:00,6771.49,43.74,TRADE
QLD1,2020-01-01 16:00:00,6991.68,51.47,TRADE
QLD1,2020-01-01 16:30:00,7236.14,59.74,TRADE
QLD1,2020-01-01 17:00:00,7517.19,63.22,TRADE
QLD1,2020-01-01 17:30:00,7701.29,61.47,TRADE
QLD1,2020-01-01 18:00:00,7806.6,73.68,TRADE
QLD1,2020-01-01 18:30:00,7809.47,70.88,TRADE
QLD1,2020-01-01 19:00:00,7850.27,76.78,TRADE
QLD1,2020-01-01 19:30:00,7810.09,76.6,TRADE
QLD1,2020-01-01 20:00:00,7769.28,73.4,TRADE
